date,course_id,course_name,category,level,is_new_course,list_price,pv_total,pv_organic,pv_ads,pv_social,uv_total,trial_total,add_to_cart_total,purchase_total,refunds,revenue_course,coupon_redemptions,learning_sessions,active_learners,lesson_starts,lesson_completions,avg_watch_time_min,avg_quiz_score,nps_responses,nps_score_avg,registrations,new_paid_users,subs_quarterly,subs_annual,subs_expiring,subs_renewals,revenue_subscription,revenue_enterprise
2024-06-18,1050,数据分析实战4,IT技能课程,进阶,0,373,69,35,23,11,46,14,5,3,0,193.9812095988604,0,31,7,31,19,40.93,76.5,0,47.9,4,2,0,0,0,0,326.2401959162061,53.49637621206605
2024-06-19,1050,数据分析实战4,IT技能课程,进阶,0,373,80,42,25,13,53,16,3,2,0,135.33673163102068,0,28,7,28,16,36.6,71.8,0,34.5,7,2,0,0,0,0,363.1730482840785,59.5525697455075
2024-06-20,1050,数据分析实战4,IT技能课程,进阶,0,373,82,43,28,11,54,21,8,3,0,196.57898816823285,0,39,9,39,23,34.6,82.5,1,51.6,4,0,0,0,0,0,409.339113743919,67.1228116623093
2024-06-21,1050,数据分析实战4,IT技能课程,进阶,0,373,105,56,34,15,69,30,9,6,0,378.9479743182274,1,56,14,56,30,26.9,83.4,1,45.6,7,4,0,0,0,0,563.2259986100539,92.35695138498195
2024-06-22,1050,数据分析实战4,IT技能课程,进阶,0,373,86,45,27,14,57,21,2,0,0,0.0,0,33,8,33,19,37.63,75.3,0,48.7,7,0,0,0,0,0,393.9504252573056,64.59939769004204
2024-06-23,1050,数据分析实战4,IT技能课程,进阶,0,373,95,49,31,15,63,24,1,1,0,63.8240364264412,0,36,9,36,22,29.11,71.2,0,37.6,7,0,0,0,0,0,449.3497038091141,73.68368799020419
2024-06-24,1050,数据分析实战4,IT技能课程,进阶,0,373,77,39,25,13,51,23,4,3,0,186.83482700425307,1,45,11,45,28,28.18,76.5,1,49.1,10,2,0,0,0,0,406.2613760465963,66.61812886785584
2024-06-25,1050,数据分析实战4,IT技能课程,进阶,0,373,81,43,26,12,53,25,7,5,0,323.5738975786134,2,50,12,50,31,28.88,70.1,1,54.0,4,2,0,1,0,0,449.3497038091141,73.68368799020419
2024-06-26,1050,数据分析实战4,IT技能课程,进阶,0,373,90,47,29,14,59,25,6,4,0,254.45701910932755,1,47,11,47,30,27.5,66.4,2,52.4,0,3,0,0,0,0,467.8161299930503,76.71178475692491
2024-06-27,1050,数据分析实战4,IT技能课程,进阶,0,373,98,51,33,14,65,27,5,3,0,192.13696098180944,1,47,11,47,29,27.78,73.1,0,45.1,7,3,0,0,0,0,495.51576926895456,81.25392990700598
2024-06-28,1050,数据分析实战4,IT技能课程,进阶,0,373,89,46,30,13,59,16,2,0,0,0.0,0,25,6,25,15,22.15,79.4,0,35.3,7,0,0,0,0,0,372.4062613760466,61.06661812886786
2024-06-29,1050,数据分析实战4,IT技能课程,进阶,0,373,109,58,35,16,72,29,6,3,0,191.52818017706244,1,50,12,50,27,46.25,82.7,0,46.7,4,0,0,0,0,0,541.681834728795,88.82417182380779
2024-06-30,1050,数据分析实战4,IT技能课程,进阶,0,373,113,60,37,16,75,22,7,2,0,124.35613380684168,1,36,9,36,22,47.02,70.0,1,24.2,17,2,0,0,0,0,501.6712446635999,82.26329549591289
2024-06-01,1051,算法基础实战5,IT技能课程,进阶,0,930,98,49,35,14,65,20,8,4,1,617.9254427653161,0,42,10,42,23,40.46,70.4,2,47.2,10,2,0,1,0,0,461.6606545984049,75.70241916801801
2024-06-02,1051,算法基础实战5,IT技能课程,进阶,0,930,103,52,34,17,68,31,8,3,0,488.657580162716,0,45,11,45,26,42.3,90.1,0,40.8,24,0,0,0,0,0,535.5263593341497,87.81480623490089
2024-06-03,1051,算法基础实战5,IT技能课程,进阶,0,930,82,42,27,13,54,23,3,1,0,154.55684461203117,1,33,8,33,19,28.42,75.7,2,47.0,10,2,0,0,0,0,403.1836383492736,66.11344607340239
2024-06-04,1051,算法基础实战5,IT技能课程,进阶,0,930,78,42,25,11,51,22,6,1,0,162.49829707611588,0,31,7,31,18,39.9,71.8,0,48.7,14,0,0,0,0,0,384.7172121653374,63.08534930668167
2024-06-05,1051,算法基础实战5,IT技能课程,进阶,0,930,88,46,30,12,58,22,6,3,0,498.7122167932871,0,45,11,45,27,33.71,65.9,1,36.6,10,2,0,0,0,0,433.9610153225006,71.16027401793693
2024-06-06,1051,算法基础实战5,IT技能课程,进阶,0,930,106,55,35,16,70,37,8,4,0,617.562391517892,1,72,18,72,43,34.18,73.9,0,31.4,17,2,0,0,0,0,590.9256378859583,96.89909653506304
2024-06-07,1051,算法基础实战5,IT技能课程,进阶,0,930,101,53,33,15,67,28,9,4,0,636.4320687944622,0,56,14,56,34,44.07,75.9,0,42.1,10,2,0,0,0,0,520.1376708475361,85.29139226263361
2024-06-08,1051,算法基础实战5,IT技能课程,进阶,0,930,112,59,36,17,74,28,6,3,0,441.1808059169848,2,45,11,45,27,36.25,76.8,1,35.1,14,3,0,0,0,0,544.7595724261178,89.32885461826125
2024-06-09,1051,算法基础实战5,IT技能课程,进阶,0,930,100,51,34,15,66,23,6,4,0,626.2980063062964,1,45,11,45,27,20.77,73.5,1,58.9,21,2,0,0,0,0,486.2825561769865,79.73988152364564
2024-06-10,1051,算法基础实战5,IT技能课程,进阶,0,930,93,48,32,13,61,29,5,2,0,303.67134166716613,0,45,11,45,28,29.55,73.4,1,37.6,10,0,0,0,0,0,483.2048184796638,79.23519872919218
2024-06-11,1051,算法基础实战5,IT技能课程,进阶,0,930,96,50,31,15,63,28,8,4,0,658.3002477601655,1,56,14,56,32,33.74,81.3,2,40.6,17,3,0,0,0,0,504.7489823609227,82.76797829036636
2024-06-12,1051,算法基础实战5,IT技能课程,进阶,0,930,77,41,25,11,51,15,5,3,0,468.3704609782607,1,28,7,28,15,40.21,69.1,0,58.2,0,2,0,0,0,0,357.0175728894331,58.5432041566006
2024-06-13,1051,算法基础实战5,IT技能课程,进阶,0,930,88,45,30,13,58,27,5,3,0,436.8994878757001,1,56,14,56,33,25.88,79.5,1,46.2,7,3,0,0,0,0,464.7383922957276,76.20710196247146
2024-06-14,1051,算法基础实战5,IT技能课程,进阶,0,930,99,51,33,15,65,32,7,2,0,308.58010828160496,1,53,13,53,33,40.09,71.1,1,58.7,24,2,0,0,0,0,520.1376708475361,85.29139226263361
2024-06-15,1051,算法基础实战5,IT技能课程,进阶,0,930,94,49,29,16,62,26,7,3,0,488.5565100013537,2,50,12,50,31,43.01,73.3,0,39.3,10,3,0,0,0,0,477.0493430850184,78.22583314028527
2024-06-16,1051,算法基础实战5,IT技能课程,进阶,0,930,92,47,31,14,61,26,9,4,0,654.0148481998896,2,53,13,53,30,30.73,72.7,2,61.0,17,2,0,0,0,0,480.1270807823411,78.73051593473873
2024-06-17,1051,算法基础实战5,IT技能课程,进阶,0,930,71,37,24,10,47,20,3,1,0,152.63386414925824,0,28,7,28,17,13.02,69.1,0,38.9,10,0,0,0,0,0,350.8620974947877,57.53383856769368
2024-06-18,1051,算法基础实战5,IT技能课程,进阶,0,930,94,48,30,16,62,27,3,2,0,318.7145494075818,1,42,10,42,24,36.02,70.2,0,36.0,4,3,0,0,0,0,473.9716053876956,77.72115034583182
2024-06-19,1051,算法基础实战5,IT技能课程,进阶,0,930,80,40,28,12,53,29,10,1,1,164.3382262450382,0,45,11,45,28,32.06,85.9,0,47.5,4,2,0,0,0,0,433.9610153225006,71.16027401793693
2024-06-20,1051,算法基础实战5,IT技能课程,进阶,0,930,85,44,30,11,56,21,9,5,0,801.0600820595679,2,47,11,47,27,32.71,76.1,0,37.6,14,4,0,0,0,0,437.0387530198233,71.66495681239037
2024-06-21,1051,算法基础实战5,IT技能课程,进阶,0,930,99,52,32,15,65,26,3,2,0,312.5202341877665,0,45,11,45,25,37.62,69.2,0,46.0,14,2,0,0,0,0,483.2048184796638,79.23519872919218
2024-06-22,1051,算法基础实战5,IT技能课程,进阶,0,930,99,54,34,11,65,33,10,5,0,773.0746408712839,3,59,14,59,34,66.27,78.4,0,41.7,14,2,0,0,0,0,553.9927855180858,90.8429030016216
2024-06-23,1051,算法基础实战5,IT技能课程,进阶,0,930,94,51,30,13,62,21,8,2,0,310.2309994211364,0,42,10,42,22,35.28,73.8,0,35.9,17,2,0,0,0,0,437.0387530198233,71.66495681239037
2024-06-24,1051,算法基础实战5,IT技能课程,进阶,0,930,77,39,27,11,51,18,5,0,0,0.0,0,28,7,28,17,23.09,76.0,1,45.3,10,0,0,0,0,0,347.784359797465,57.02915577324023
2024-06-25,1051,算法基础实战5,IT技能课程,进阶,0,930,86,46,26,14,57,22,5,2,0,315.2599738242597,0,39,9,39,22,16.98,80.5,1,48.8,14,0,0,0,0,0,418.5723268358871,68.63686004566965
2024-06-26,1051,算法基础实战5,IT技能课程,进阶,0,930,90,48,29,13,59,19,8,4,0,634.1551804705865,1,39,9,39,19,46.22,71.4,0,49.1,4,3,0,0,0,0,430.88327762517787,70.65559122348347
2024-06-27,1051,算法基础实战5,IT技能课程,进阶,0,930,79,41,26,12,52,19,5,1,0,158.68550392709338,0,28,7,28,17,30.05,84.1,1,39.1,10,0,0,0,0,0,369.3285236787239,60.56193533441441
2024-06-28,1051,算法基础实战5,IT技能课程,进阶,0,930,119,63,39,17,79,33,7,4,0,608.7717917348899,2,67,16,67,38,48.06,68.8,1,49.9,10,3,0,0,0,0,606.3143263725718,99.42251050733032
2024-06-29,1051,算法基础实战5,IT技能课程,进阶,0,930,93,50,32,11,61,22,3,2,0,311.2033644538457,0,42,10,42,24,32.77,85.7,1,60.3,14,0,0,0,0,0,440.116490717146,72.16963960684383
2024-06-30,1051,算法基础实战5,IT技能课程,进阶,0,930,88,45,28,15,58,22,2,1,0,169.13441418520725,0,31,7,31,21,29.73,70.5,0,53.1,7,0,0,1,0,0,415.4945891385644,68.1321772512162
2024-06-01,1052,SQL实战实战6,IT技能课程,入门,0,437,70,35,24,11,46,14,2,0,0,0.0,0,17,4,17,10,36.8,75.0,2,39.0,14,0,0,0,0,0,301.6182943376245,49.45891385643843
2024-06-02,1052,SQL实战实战6,IT技能课程,入门,0,437,112,57,37,18,74,34,6,1,0,78.82207292013004,0,53,13,53,33,35.41,72.9,2,46.0,17,0,0,0,0,0,563.2259986100539,92.35695138498195
2024-06-03,1052,SQL实战实战6,IT技能课程,入门,0,437,87,47,28,12,57,26,10,6,0,443.2072779471896,1,50,12,50,29,33.11,70.8,1,29.1,7,3,0,0,0,0,483.2048184796638,79.23519872919218
2024-06-04,1052,SQL实战实战6,IT技能课程,入门,0,437,87,46,30,11,57,27,8,5,0,369.59805606732095,2,45,11,45,27,25.01,78.5,1,43.6,21,0,0,0,0,0,480.1270807823411,78.73051593473873
2024-06-05,1052,SQL实战实战6,IT技能课程,入门,0,437,85,45,28,12,56,24,5,3,0,227.89097861781687,2,36,9,36,22,37.66,67.8,1,36.8,14,0,0,0,0,0,437.0387530198233,71.66495681239037
2024-06-06,1052,SQL实战实战6,IT技能课程,入门,0,437,85,44,28,13,56,21,8,3,0,221.69306378606507,0,36,9,36,20,27.09,80.6,1,46.6,24,0,1,0,0,0,418.5723268358871,68.63686004566965
2024-06-07,1052,SQL实战实战6,IT技能课程,入门,0,437,90,46,32,12,59,36,6,2,0,153.10233020448538,0,59,14,59,38,39.54,82.2,0,37.0,7,0,0,1,0,0,517.0599331502134,84.78670946818016
2024-06-08,1052,SQL实战实战6,IT技能课程,入门,0,437,88,45,29,14,58,27,9,6,0,471.8216368252108,1,56,14,56,32,35.5,70.1,1,66.2,14,4,0,0,0,0,492.4380315716318,80.74924711255254
2024-06-09,1052,SQL实战实战6,IT技能课程,入门,0,437,108,57,35,16,71,28,10,5,0,386.986514556127,0,59,14,59,34,28.78,74.8,1,35.0,21,0,0,0,0,0,550.9150478207631,90.33822020716816
2024-06-10,1052,SQL实战实战6,IT技能课程,入门,0,437,83,42,28,13,55,27,6,4,1,271.979930116046,2,47,11,47,27,23.51,68.1,2,44.2,10,3,0,0,0,0,458.58291690108217,75.19773637356455
2024-06-11,1052,SQL实战实战6,IT技能课程,入门,0,437,105,57,34,14,69,32,7,5,0,353.5517652689162,0,64,16,64,36,23.8,66.3,0,43.2,4,4,0,0,0,0,566.3037363073767,92.8616341794354
2024-06-12,1052,SQL实战实战6,IT技能课程,入门,0,437,106,56,34,16,70,26,10,5,0,405.5584094061349,2,56,14,56,33,39.17,63.3,0,37.8,10,0,0,0,0,0,532.4486216368269,87.31012344044744
2024-06-13,1052,SQL实战实战6,IT技能课程,入门,0,437,78,39,25,14,51,23,6,3,0,225.59281175214824,0,45,11,45,26,46.2,68.6,1,46.8,4,0,0,0,0,0,409.339113743919,67.1228116623093
2024-06-14,1052,SQL实战实战6,IT技能课程,入门,0,437,77,41,25,11,51,20,4,2,0,151.59526303175758,0,31,7,31,16,41.86,77.9,0,39.7,7,2,0,0,0,0,378.561736770692,62.07598371777476
2024-06-15,1052,SQL实战实战6,IT技能课程,入门,0,437,109,57,38,14,72,36,8,3,0,217.01981336521035,1,61,15,61,36,47.15,68.8,1,48.0,10,3,0,0,0,0,584.7701624913128,95.88973094615616
2024-06-16,1052,SQL实战实战6,IT技能课程,入门,0,437,113,58,38,17,75,36,10,3,0,247.0044080988596,1,59,14,59,35,37.39,76.2,0,42.7,4,2,0,0,0,0,597.0811132806036,97.90846212396995
2024-06-17,1052,SQL实战实战6,IT技能课程,入门,0,437,86,43,30,13,57,21,5,1,0,77.14648176113337,1,36,9,36,21,26.02,74.1,0,30.4,10,0,0,0,0,0,403.1836383492736,66.11344607340239
2024-06-18,1052,SQL实战实战6,IT技能课程,入门,0,437,80,42,26,12,53,19,4,3,0,231.5262881872639,2,36,9,36,22,15.43,73.8,0,26.1,0,2,0,0,0,0,390.8726875599828,64.09471489558857
2024-06-19,1052,SQL实战实战6,IT技能课程,入门,0,437,97,50,33,14,64,22,7,4,0,314.0342297555285,0,39,9,39,22,45.91,81.5,1,30.7,14,2,0,0,0,0,470.8938676903729,77.21646755137836
2024-06-20,1052,SQL实战实战6,IT技能课程,入门,0,437,81,45,27,9,53,22,3,2,0,147.55517809211096,1,36,9,36,20,32.64,76.5,1,42.3,10,2,0,0,0,0,403.1836383492736,66.11344607340239
2024-06-21,1052,SQL实战实战6,IT技能课程,入门,0,437,65,33,21,11,43,17,3,0,0,0.0,0,25,6,25,15,35.8,68.9,0,39.7,14,0,0,0,0,0,304.6960320349472,49.96359665089189
2024-06-22,1052,SQL实战实战6,IT技能课程,入门,0,437,88,47,29,12,58,23,5,2,0,143.67284706850648,2,36,9,36,20,38.4,71.3,0,44.4,4,0,0,0,0,0,430.88327762517787,70.65559122348347
2024-06-23,1052,SQL实战实战6,IT技能课程,入门,0,437,108,55,34,19,71,18,4,1,1,78.56079111641392,1,33,8,33,20,36.4,75.4,1,46.1,10,2,0,0,0,0,452.4274415064368,74.18837078465764
2024-06-24,1052,SQL实战实战6,IT技能课程,入门,0,437,86,45,28,13,57,20,6,1,0,75.40375354017262,0,33,8,33,19,8.69,73.7,1,43.0,7,0,0,0,0,0,397.0281629546282,65.10408048449548
2024-06-25,1052,SQL实战实战6,IT技能课程,入门,0,437,88,47,30,11,58,28,6,3,0,224.88005615066817,2,53,13,53,30,33.41,71.5,1,50.2,4,0,0,0,0,0,470.8938676903729,77.21646755137836
2024-06-26,1052,SQL实战实战6,IT技能课程,入门,0,437,91,48,30,13,60,24,5,4,0,305.60972241624086,1,50,12,50,27,48.09,68.7,1,37.9,10,0,0,0,0,0,464.7383922957276,76.20710196247146
2024-06-27,1052,SQL实战实战6,IT技能课程,入门,0,437,85,42,28,15,56,16,4,1,0,77.79232569505513,0,22,5,22,13,22.03,73.4,0,39.2,0,0,0,0,0,0,369.3285236787239,60.56193533441441
2024-06-28,1052,SQL实战实战6,IT技能课程,入门,0,437,105,55,32,18,69,24,6,3,0,218.30996163703247,1,45,11,45,26,40.84,77.3,0,10.0,10,2,0,0,0,0,498.5935069662772,81.75861270145944
2024-06-29,1052,SQL实战实战6,IT技能课程,入门,0,437,97,50,29,18,64,22,6,3,0,225.94521827817655,2,36,9,36,23,37.05,74.8,0,43.2,14,0,0,0,0,0,461.6606545984049,75.70241916801801
2024-06-30,1052,SQL实战实战6,IT技能课程,入门,0,437,95,49,31,15,63,31,8,3,0,235.39109764841112,1,56,14,56,32,45.13,62.7,0,44.4,7,3,0,0,0,0,510.9044577555681,83.77734387927326
2024-06-01,1053,Excel进阶实战7,IT技能课程,入门,0,639,89,47,28,14,59,30,13,5,0,516.9386642371527,3,53,13,53,30,26.5,58.0,2,42.7,0,2,0,0,0,0,504.7489823609227,82.76797829036636
2024-06-02,1053,Excel进阶实战7,IT技能课程,入门,0,639,102,53,35,14,67,28,11,7,0,739.9119530998174,3,64,16,64,35,40.58,74.5,0,53.9,7,0,0,0,0,0,550.9150478207631,90.33822020716816
2024-06-03,1053,Excel进阶实战7,IT技能课程,入门,0,639,79,42,26,11,52,22,4,2,0,213.7726669173409,1,39,9,39,25,45.37,69.1,1,44.7,14,2,0,0,0,0,397.0281629546282,65.10408048449548
2024-06-04,1053,Excel进阶实战7,IT技能课程,入门,0,639,76,39,25,12,50,18,5,3,0,330.0909217210431,2,33,8,33,19,39.67,66.6,0,25.1,4,3,0,0,0,0,372.4062613760466,61.06661812886786
2024-06-05,1053,Excel进阶实战7,IT技能课程,入门,0,639,86,43,28,15,57,25,11,7,0,722.646179294781,1,56,14,56,33,28.96,72.6,0,52.0,17,3,0,0,0,0,483.2048184796638,79.23519872919218
2024-06-06,1053,Excel进阶实战7,IT技能课程,入门,0,639,80,40,28,12,53,23,6,2,0,235.8363622909923,1,36,9,36,21,44.65,86.5,2,67.4,4,0,0,0,0,0,406.2613760465963,66.61812886785584
2024-06-07,1053,Excel进阶实战7,IT技能课程,入门,0,639,89,46,30,13,59,19,5,2,0,215.22287237050207,2,31,7,31,18,31.28,71.0,1,41.0,7,0,0,0,0,0,409.339113743919,67.1228116623093
2024-06-08,1053,Excel进阶实战7,IT技能课程,入门,0,639,98,50,33,15,65,31,7,3,0,342.43756054265083,0,59,14,59,32,40.39,85.7,1,32.7,10,0,0,0,0,0,520.1376708475361,85.29139226263361
2024-06-09,1053,Excel进阶实战7,IT技能课程,入门,0,639,87,45,29,13,57,19,4,1,0,109.95838936699757,0,28,7,28,16,16.89,71.1,0,51.0,4,0,0,0,0,0,393.9504252573056,64.59939769004204
2024-06-10,1053,Excel进阶实战7,IT技能课程,入门,0,639,89,48,28,13,59,17,5,4,0,431.8976033060076,1,33,8,33,18,13.84,76.8,1,47.7,4,0,0,0,0,0,415.4945891385644,68.1321772512162
2024-06-11,1053,Excel进阶实战7,IT技能课程,入门,0,639,59,31,19,9,39,14,3,0,0,0.0,0,17,4,17,10,34.86,63.4,0,35.7,7,0,0,0,0,0,267.76317966707484,43.90740311745044
2024-06-12,1053,Excel进阶实战7,IT技能课程,入门,0,639,80,41,26,13,53,24,5,3,0,318.76699567675143,1,45,11,45,26,24.48,80.2,0,47.1,4,0,0,0,0,0,421.6500645332098,69.14154284012311
2024-06-13,1053,Excel进阶实战7,IT技能课程,入门,0,639,79,41,25,13,52,25,5,2,0,211.9549155915961,0,39,9,39,22,24.71,76.5,0,45.7,10,0,0,0,0,0,415.4945891385644,68.1321772512162
2024-06-14,1053,Excel进阶实战7,IT技能课程,入门,0,639,104,57,33,14,69,23,6,1,0,108.92661859555966,1,45,11,45,27,40.45,68.8,0,46.9,14,0,0,0,0,0,470.8938676903729,77.21646755137836
2024-06-15,1053,Excel进阶实战7,IT技能课程,入门,0,639,95,50,30,15,63,31,7,6,0,652.7927615210685,3,61,15,61,36,31.16,74.6,0,47.4,10,7,0,0,0,0,538.6040970314724,88.31948902935434
2024-06-16,1053,Excel进阶实战7,IT技能课程,入门,0,639,86,45,29,12,57,18,1,0,0,0.0,0,25,6,25,15,31.07,68.8,0,44.1,17,0,0,0,0,0,375.48399907336926,61.57130092332131
2024-06-17,1053,Excel进阶实战7,IT技能课程,入门,0,639,88,46,28,14,58,25,5,3,0,326.3197175889046,0,53,13,53,28,31.53,71.7,0,47.2,0,2,0,0,0,0,452.4274415064368,74.18837078465764
2024-06-18,1053,Excel进阶实战7,IT技能课程,入门,0,639,76,40,25,11,50,22,3,1,0,106.81462534534612,1,39,9,39,24,6.22,73.3,0,47.4,4,0,0,0,0,0,378.561736770692,62.07598371777476
2024-06-19,1053,Excel进阶实战7,IT技能课程,入门,0,639,91,47,30,14,60,29,9,4,0,450.86168648081673,2,56,14,56,31,50.71,80.5,0,58.4,17,2,0,0,0,0,495.51576926895456,81.25392990700598
2024-06-20,1053,Excel进阶实战7,IT技能课程,入门,0,639,78,41,26,11,51,14,6,1,0,109.7518248217326,0,19,4,19,11,36.42,79.7,2,57.8,7,0,0,0,0,0,335.4734090081742,55.010424595426414
2024-06-21,1053,Excel进阶实战7,IT技能课程,入门,0,639,81,41,28,12,53,20,7,4,0,434.188806335032,1,39,9,39,24,34.0,77.0,1,33.6,4,3,0,0,0,0,409.339113743919,67.1228116623093
2024-06-22,1053,Excel进阶实战7,IT技能课程,入门,0,639,101,53,33,15,67,22,4,1,0,113.58642589277046,1,33,8,33,20,35.46,70.9,0,49.7,17,0,0,0,0,0,455.5051792037595,74.69305357911111
2024-06-23,1053,Excel进阶实战7,IT技能课程,入门,0,639,98,49,33,16,65,33,8,3,0,321.32237737544943,2,56,14,56,31,40.27,76.5,1,42.1,7,3,0,0,0,0,532.4486216368269,87.31012344044744
2024-06-24,1053,Excel进阶实战7,IT技能课程,入门,0,639,79,42,26,11,52,22,8,2,0,220.66489463179985,0,42,10,42,24,25.46,70.1,1,45.2,7,3,0,1,1,1,397.0281629546282,65.10408048449548
2024-06-25,1053,Excel进阶实战7,IT技能课程,入门,0,639,84,41,30,13,55,19,6,4,1,453.8517188431818,1,36,9,36,21,41.3,71.6,0,52.8,7,2,0,0,0,0,412.4168514412417,67.62749445676275
2024-06-26,1053,Excel进阶实战7,IT技能课程,入门,0,639,84,42,27,15,55,24,7,2,0,241.561606887584,0,33,8,33,18,47.04,79.8,1,51.7,14,0,0,0,0,0,424.72780223053246,69.64622563457657
2024-06-27,1053,Excel进阶实战7,IT技能课程,入门,0,639,89,47,30,12,59,31,7,5,0,515.5708154488489,2,56,14,56,31,29.33,78.7,0,54.3,14,2,0,0,0,0,510.9044577555681,83.77734387927326
2024-06-28,1053,Excel进阶实战7,IT技能课程,入门,0,639,67,33,23,11,44,18,3,1,0,114.2325783517879,0,31,7,31,21,27.66,83.4,0,26.8,7,2,0,0,0,0,326.2401959162061,53.49637621206605
2024-06-29,1053,Excel进阶实战7,IT技能课程,入门,0,639,100,50,35,15,66,27,8,4,0,440.37562318591785,2,50,12,50,30,30.01,71.4,0,39.9,17,0,0,0,0,0,510.9044577555681,83.77734387927326
2024-06-30,1053,Excel进阶实战7,IT技能课程,入门,0,639,108,57,38,13,71,28,11,6,1,661.4430350663307,2,61,15,61,34,30.38,71.0,1,46.6,0,3,0,0,0,0,560.1482609127313,91.85226859052852
2024-06-01,1054,Python入门实战8,IT技能课程,进阶,0,1182,87,46,28,13,57,21,3,3,0,612.6207934155717,1,39,9,39,25,15.07,79.2,0,50.2,7,4,0,0,0,0,424.72780223053246,69.64622563457657
2024-06-02,1054,Python入门实战8,IT技能课程,进阶,0,1182,104,53,37,14,69,28,7,4,0,839.8586200352203,2,56,14,56,31,27.87,66.4,0,54.9,4,0,0,0,0,0,529.3708839395043,86.80544064599398
2024-06-03,1054,Python入门实战8,IT技能课程,进阶,0,1182,94,50,31,13,62,25,6,2,0,416.7934551279637,0,42,10,42,24,33.26,76.0,2,44.9,17,2,0,0,0,0,461.6606545984049,75.70241916801801
2024-06-04,1054,Python入门实战8,IT技能课程,进阶,0,1182,88,44,29,15,58,29,9,2,0,416.1466722332669,0,56,14,56,32,25.32,87.0,0,34.5,4,2,0,0,0,0,467.8161299930503,76.71178475692491
2024-06-05,1054,Python入门实战8,IT技能课程,进阶,0,1182,99,52,31,16,65,35,10,4,0,859.8789100085572,1,64,16,64,38,36.48,74.9,0,48.6,24,2,0,0,0,0,557.0705232154086,91.34758579607508
2024-06-06,1054,Python入门实战8,IT技能课程,进阶,0,1182,86,43,29,14,57,27,2,2,1,407.1374316518573,0,47,11,47,29,36.56,80.0,0,43.0,10,0,0,0,0,0,449.3497038091141,73.68368799020419
2024-06-07,1054,Python入门实战8,IT技能课程,进阶,0,1182,85,44,28,13,56,20,5,1,0,214.9794398151645,1,36,9,36,21,31.7,77.8,0,51.2,17,0,0,0,0,0,393.9504252573056,64.59939769004204
2024-06-08,1054,Python入门实战8,IT技能课程,进阶,0,1182,100,53,34,13,66,24,5,3,0,652.5965283374637,1,39,9,39,23,38.89,78.8,0,51.8,17,2,0,0,0,0,483.2048184796638,79.23519872919218
2024-06-09,1054,Python入门实战8,IT技能课程,进阶,0,1182,87,45,29,13,57,21,7,4,0,814.7511135194602,2,39,9,39,23,35.05,84.5,1,43.4,4,2,0,0,0,0,433.9610153225006,71.16027401793693
2024-06-10,1054,Python入门实战8,IT技能课程,进阶,0,1182,101,54,34,13,67,20,6,2,0,391.10308148126046,0,36,9,36,23,28.22,67.9,0,40.9,14,2,0,0,0,0,452.4274415064368,74.18837078465764
2024-06-11,1054,Python入门实战8,IT技能课程,进阶,0,1182,89,44,32,13,59,30,8,2,0,374.8338879603565,0,45,11,45,27,29.63,66.0,0,53.6,14,0,0,0,0,0,477.0493430850184,78.22583314028527
2024-06-12,1054,Python入门实战8,IT技能课程,进阶,0,1182,81,41,26,14,53,24,5,3,0,607.323287624514,1,39,9,39,20,38.74,88.9,0,42.4,7,2,0,0,0,0,424.72780223053246,69.64622563457657
2024-06-13,1054,Python入门实战8,IT技能课程,进阶,0,1182,82,43,27,12,54,24,6,3,1,599.0670007602289,0,50,12,50,28,29.2,80.9,0,56.5,4,2,0,0,0,0,427.8055399278552,70.15090842903001
2024-06-14,1054,Python入门实战8,IT技能课程,进阶,0,1182,84,44,27,13,55,19,5,5,0,955.8595287859954,3,42,10,42,26,36.74,73.5,0,56.7,10,3,0,0,0,0,421.6500645332098,69.14154284012311
2024-06-15,1054,Python入门实战8,IT技能课程,进阶,0,1182,95,49,31,15,63,24,7,5,0,940.1810554977692,1,53,13,53,30,30.33,73.4,0,35.6,10,3,0,0,0,0,486.2825561769865,79.73988152364564
2024-06-16,1054,Python入门实战8,IT技能课程,进阶,0,1182,110,58,37,15,73,29,4,3,0,593.4167125995806,0,42,10,42,25,37.5,68.7,0,43.6,4,2,0,0,0,0,544.7595724261178,89.32885461826125
2024-06-17,1054,Python入门实战8,IT技能课程,进阶,0,1182,82,43,26,13,54,13,3,3,0,605.5745195293341,2,25,6,25,15,20.35,86.6,1,36.4,10,0,0,0,0,0,360.09531058675583,59.047886951054046
2024-06-18,1054,Python入门实战8,IT技能课程,进阶,0,1182,96,50,31,15,63,24,8,5,0,1064.577279986337,2,50,12,50,31,29.91,68.4,2,47.8,10,0,0,0,0,0,489.3602938743092,80.24456431809908
2024-06-19,1054,Python入门实战8,IT技能课程,进阶,0,1182,102,53,34,15,67,22,8,3,0,586.182422152718,1,36,9,36,21,20.77,76.1,0,49.2,14,4,0,0,0,0,477.0493430850184,78.22583314028527
2024-06-20,1054,Python入门实战8,IT技能课程,进阶,0,1182,81,43,27,11,53,18,6,4,0,816.1930291664645,1,36,9,36,20,26.82,81.6,1,48.1,7,2,0,0,0,0,397.0281629546282,65.10408048449548
2024-06-21,1054,Python入门实战8,IT技能课程,进阶,0,1182,73,36,24,13,48,23,10,3,1,625.3471226916311,0,39,9,39,23,37.91,75.6,0,42.3,4,2,0,0,0,0,393.9504252573056,64.59939769004204
